Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_37_158,VPWR,li1,78.6600,111.5200,1.799104
FILLER_37_137,VPWR,li1,69.9200,111.5200,1.799180
FILLER_37_127,VPWR,li1,64.4000,111.5200,1.799234
FILLER_37_110,VPWR,li1,56.5800,111.5200,1.799330
FILLER_37_105,VPWR,li1,54.0500,111.5200,1.799356
FILLER_37_82,VPWR,li1,43.7000,111.5200,1.799515
FILLER_37_76,VPWR,li1,40.7100,111.5200,1.799547
FILLER_37_54,VPWR,li1,30.8200,111.5200,1.799682
FILLER_37_46,VPWR,li1,28.5200,111.5200,1.799722
FILLER_37_8,VPWR,li1,9.8900,111.5200,1.799832
FILLER_36_217,VPWR,li1,105.5700,111.5200,1.798973
FILLER_36_197,VPWR,li1,96.6000,111.5200,1.799003
FILLER_36_190,VPWR,li1,93.3800,111.5200,1.799015
FILLER_36_148,VPWR,li1,73.8300,111.5200,1.799143
FILLER_36_139,VPWR,li1,69.6900,111.5200,1.799180
FILLER_36_133,VPWR,li1,66.9300,111.5200,1.799209
FILLER_36_118,VPWR,li1,60.0300,111.5200,1.799299
FILLER_36_107,VPWR,li1,56.1200,111.5200,1.799330
FILLER_36_101,VPWR,li1,52.2100,111.5200,1.799380
FILLER_36_97,VPWR,li1,51.0600,111.5200,1.799415
FILLER_36_93,VPWR,li1,48.5300,111.5200,1.799442
FILLER_36_89,VPWR,li1,47.3800,111.5200,1.799442
FILLER_36_80,VPWR,li1,43.2400,111.5200,1.799515
FILLER_36_74,VPWR,li1,39.7900,111.5200,1.799547
FILLER_36_68,VPWR,li1,38.1800,111.5200,1.799580
FILLER_36_59,VPWR,li1,32.8900,111.5200,1.799650
FILLER_36_42,VPWR,li1,25.7600,111.5200,1.799766
FILLER_36_29,VPWR,li1,19.0900,111.5200,1.799832
FILLER_36_27,VPWR,li1,18.1700,111.5200,1.799832
FILLER_36_21,VPWR,li1,16.5600,111.5200,1.799832
FILLER_36_3,VPWR,li1,7.5900,111.5200,1.799832
FILLER_35_223,VPWR,li1,108.3300,106.0800,1.798688
FILLER_35_167,VPWR,li1,82.5700,106.0800,1.798817
FILLER_35_131,VPWR,li1,66.0100,106.0800,1.799002
FILLER_35_109,VPWR,li1,56.3500,106.0800,1.799159
FILLER_35_83,VPWR,li1,44.3900,106.0800,1.799361
FILLER_35_57,VPWR,li1,31.9700,106.0800,1.799560
FILLER_35_47,VPWR,li1,27.3700,106.0800,1.799683
FILLER_35_22,VPWR,li1,15.8700,106.0800,1.799793
FILLER_35_18,VPWR,li1,14.7200,106.0800,1.799793
FILLER_34_251,VPWR,li1,121.2100,106.0800,1.798675
FILLER_34_242,VPWR,li1,117.3000,106.0800,1.798677
FILLER_34_197,VPWR,li1,96.3700,106.0800,1.798727
FILLER_34_123,VPWR,li1,62.3300,106.0800,1.799051
FILLER_34_82,VPWR,li1,43.7000,106.0800,1.799361
FILLER_34_68,VPWR,li1,37.0300,106.0800,1.799471
FILLER_34_36,VPWR,li1,22.5400,106.0800,1.799748
FILLER_33_251,VPWR,li1,121.2100,100.6400,1.798874
FILLER_33_237,VPWR,li1,114.7700,100.6400,1.798879
FILLER_33_207,VPWR,li1,100.9700,100.6400,1.798924
FILLER_33_113,VPWR,li1,57.9600,100.6400,1.799287
FILLER_33_109,VPWR,li1,56.3500,100.6400,1.799287
FILLER_33_105,VPWR,li1,54.0500,100.6400,1.799316
FILLER_33_54,VPWR,li1,30.8200,100.6400,1.799654
FILLER_33_47,VPWR,li1,27.3700,100.6400,1.799713
FILLER_33_39,VPWR,li1,25.3000,100.6400,1.799749
FILLER_33_27,VPWR,li1,18.1700,100.6400,1.799812
FILLER_33_19,VPWR,li1,16.1000,100.6400,1.799812
FILLER_33_13,VPWR,li1,11.7300,100.6400,1.799811
FILLER_32_174,VPWR,li1,85.7900,100.6400,1.798993
FILLER_32_141,VPWR,li1,70.8400,100.6400,1.799126
FILLER_32_138,VPWR,li1,69.4600,100.6400,1.799150
FILLER_32_110,VPWR,li1,56.5800,100.6400,1.799287
FILLER_32_83,VPWR,li1,43.9300,100.6400,1.799456
FILLER_32_32,VPWR,li1,20.4700,100.6400,1.799812
FILLER_32_26,VPWR,li1,17.9400,100.6400,1.799812
FILLER_32_15,VPWR,li1,12.8800,100.6400,1.799811
FILLER_32_3,VPWR,li1,7.1300,100.6400,1.799811
FILLER_31_162,VPWR,li1,80.2700,95.2000,1.799199
FILLER_31_135,VPWR,li1,67.8500,95.2000,1.799316
FILLER_31_116,VPWR,li1,60.2600,95.2000,1.799404
FILLER_31_98,VPWR,li1,50.8300,95.2000,1.799494
FILLER_31_85,VPWR,li1,46.0000,95.2000,1.799550
FILLER_31_71,VPWR,li1,39.1000,95.2000,1.799639
FILLER_31_60,VPWR,li1,34.0400,95.2000,1.799715
FILLER_31_45,VPWR,li1,26.4500,95.2000,1.799797
FILLER_31_36,VPWR,li1,22.3100,95.2000,1.799860
FILLER_31_32,VPWR,li1,21.1600,95.2000,1.799859
FILLER_31_26,VPWR,li1,17.7100,95.2000,1.799859
FILLER_31_21,VPWR,li1,15.4100,95.2000,1.799858
FILLER_31_11,VPWR,li1,10.8100,95.2000,1.799857
FILLER_30_250,VPWR,li1,120.9800,95.2000,1.799049
FILLER_30_158,VPWR,li1,78.4300,95.2000,1.799215
FILLER_30_89,VPWR,li1,46.6900,95.2000,1.799550
FILLER_30_85,VPWR,li1,45.5400,95.2000,1.799575
FILLER_30_83,VPWR,li1,43.9300,95.2000,1.799575
FILLER_30_69,VPWR,li1,38.6400,95.2000,1.799639
FILLER_30_65,VPWR,li1,35.6500,95.2000,1.799691
FILLER_30_61,VPWR,li1,34.5000,95.2000,1.799691
FILLER_30_44,VPWR,li1,26.4500,95.2000,1.799797
FILLER_30_36,VPWR,li1,23.9200,95.2000,1.799831
FILLER_30_25,VPWR,li1,17.7100,95.2000,1.799859
FILLER_30_19,VPWR,li1,14.9500,95.2000,1.799858
FILLER_30_3,VPWR,li1,7.1300,95.2000,1.799857
FILLER_29_251,VPWR,li1,121.2100,89.7600,1.799443
FILLER_29_230,VPWR,li1,111.7800,89.7600,1.799448
FILLER_29_205,VPWR,li1,100.0500,89.7600,1.799455
FILLER_29_195,VPWR,li1,95.4500,89.7600,1.799459
FILLER_29_162,VPWR,li1,80.2700,89.7600,1.799498
FILLER_29_148,VPWR,li1,73.8300,89.7600,1.799524
FILLER_29_113,VPWR,li1,57.7300,89.7600,1.799614
FILLER_29_105,VPWR,li1,54.5100,89.7600,1.799631
FILLER_29_96,VPWR,li1,49.9100,89.7600,1.799662
FILLER_29_84,VPWR,li1,44.6200,89.7600,1.799702
FILLER_29_76,VPWR,li1,40.7100,89.7600,1.799729
FILLER_29_62,VPWR,li1,34.2700,89.7600,1.799787
FILLER_29_55,VPWR,li1,31.0500,89.7600,1.799824
FILLER_29_35,VPWR,li1,22.0800,89.7600,1.799905
FILLER_29_29,VPWR,li1,19.3200,89.7600,1.799904
FILLER_28_228,VPWR,li1,110.6300,89.7600,1.799448
FILLER_28_211,VPWR,li1,102.8100,89.7600,1.799454
FILLER_28_197,VPWR,li1,96.3700,89.7600,1.799459
FILLER_28_180,VPWR,li1,88.5500,89.7600,1.799471
FILLER_28_122,VPWR,li1,62.1000,89.7600,1.799585
FILLER_28_104,VPWR,li1,53.5900,89.7600,1.799648
FILLER_28_96,VPWR,li1,51.5200,89.7600,1.799662
FILLER_28_85,VPWR,li1,44.8500,89.7600,1.799702
FILLER_28_82,VPWR,li1,43.7000,89.7600,1.799715
FILLER_28_74,VPWR,li1,41.4000,89.7600,1.799729
FILLER_28_60,VPWR,li1,33.5800,89.7600,1.799787
FILLER_28_51,VPWR,li1,29.4400,89.7600,1.799824
FILLER_28_29,VPWR,li1,19.0900,89.7600,1.799904
FILLER_28_26,VPWR,li1,17.9400,89.7600,1.799904
FILLER_28_13,VPWR,li1,11.9600,89.7600,1.799904
FILLER_27_233,VPWR,li1,112.9300,84.3200,1.799536
FILLER_27_193,VPWR,li1,95.2200,84.3200,1.799546
FILLER_27_186,VPWR,li1,91.5400,84.3200,1.799549
FILLER_27_153,VPWR,li1,76.3600,84.3200,1.799589
FILLER_27_113,VPWR,li1,57.7300,84.3200,1.799669
FILLER_27_110,VPWR,li1,56.5800,84.3200,1.799680
FILLER_27_83,VPWR,li1,44.3900,84.3200,1.799745
FILLER_27_66,VPWR,li1,36.8000,84.3200,1.799803
FILLER_27_53,VPWR,li1,30.5900,84.3200,1.799840
FILLER_27_39,VPWR,li1,23.6900,84.3200,1.799896
FILLER_27_30,VPWR,li1,19.7800,84.3200,1.799917
FILLER_26_197,VPWR,li1,96.3700,84.3200,1.799546
FILLER_26_195,VPWR,li1,95.4500,84.3200,1.799546
FILLER_26_163,VPWR,li1,80.9600,84.3200,1.799572
FILLER_26_138,VPWR,li1,69.4600,84.3200,1.799610
FILLER_26_94,VPWR,li1,50.1400,84.3200,1.799715
FILLER_26_76,VPWR,li1,40.7100,84.3200,1.799780
FILLER_26_69,VPWR,li1,37.4900,84.3200,1.799803
FILLER_26_55,VPWR,li1,31.0500,84.3200,1.799840
FILLER_26_41,VPWR,li1,24.6100,84.3200,1.799896
FILLER_26_22,VPWR,li1,17.0200,84.3200,1.799917
FILLER_26_11,VPWR,li1,11.2700,84.3200,1.799917
FILLER_25_193,VPWR,li1,94.5300,78.8800,1.799737
FILLER_25_104,VPWR,li1,53.5900,78.8800,1.799825
FILLER_25_95,VPWR,li1,49.4500,78.8800,1.799838
FILLER_25_57,VPWR,li1,32.2000,78.8800,1.799909
FILLER_25_55,VPWR,li1,31.0500,78.8800,1.799909
FILLER_25_51,VPWR,li1,29.9000,78.8800,1.799917
FILLER_25_44,VPWR,li1,26.2200,78.8800,1.799931
FILLER_25_39,VPWR,li1,23.6900,78.8800,1.799942
FILLER_25_34,VPWR,li1,21.3900,78.8800,1.799951
FILLER_25_28,VPWR,li1,19.7800,78.8800,1.799951
FILLER_25_16,VPWR,li1,15.6400,78.8800,1.799950
FILLER_24_179,VPWR,li1,88.5500,78.8800,1.799743
FILLER_24_139,VPWR,li1,69.6900,78.8800,1.799783
FILLER_24_62,VPWR,li1,34.2700,78.8800,1.799894
FILLER_24_38,VPWR,li1,23.6900,78.8800,1.799942
FILLER_24_26,VPWR,li1,17.9400,78.8800,1.799950
FILLER_23_167,VPWR,li1,82.5700,73.4400,1.799742
FILLER_23_111,VPWR,li1,56.8100,73.4400,1.799783
FILLER_23_75,VPWR,li1,40.2500,73.4400,1.799835
FILLER_23_50,VPWR,li1,28.9800,73.4400,1.799883
FILLER_23_32,VPWR,li1,20.7000,73.4400,1.799935
FILLER_23_22,VPWR,li1,16.3300,73.4400,1.799934
FILLER_22_197,VPWR,li1,96.3700,73.4400,1.799730
FILLER_22_85,VPWR,li1,45.0800,73.4400,1.799816
FILLER_22_82,VPWR,li1,43.7000,73.4400,1.799823
FILLER_22_63,VPWR,li1,34.7300,73.4400,1.799851
FILLER_22_36,VPWR,li1,22.7700,73.4400,1.799920
FILLER_22_8,VPWR,li1,9.4300,73.4400,1.799933
FILLER_21_74,VPWR,li1,39.7900,68.0000,1.799835
FILLER_21_54,VPWR,li1,30.8200,68.0000,1.799883
FILLER_21_32,VPWR,li1,20.7000,68.0000,1.799939
FILLER_21_20,VPWR,li1,15.6400,68.0000,1.799937
FILLER_21_11,VPWR,li1,11.0400,68.0000,1.799937
FILLER_20_148,VPWR,li1,73.8300,68.0000,1.799722
FILLER_20_85,VPWR,li1,44.8500,68.0000,1.799818
FILLER_20_73,VPWR,li1,39.3300,68.0000,1.799844
FILLER_20_42,VPWR,li1,26.2200,68.0000,1.799907
FILLER_20_36,VPWR,li1,22.5400,68.0000,1.799926
FILLER_20_25,VPWR,li1,17.7100,68.0000,1.799938
FILLER_19_169,VPWR,li1,83.4900,62.5600,1.799642
FILLER_19_120,VPWR,li1,61.1800,62.5600,1.799698
FILLER_19_106,VPWR,li1,54.5100,62.5600,1.799729
FILLER_19_66,VPWR,li1,36.3400,62.5600,1.799828
FILLER_19_46,VPWR,li1,27.1400,62.5600,1.799896
FILLER_19_40,VPWR,li1,24.3800,62.5600,1.799914
FILLER_19_26,VPWR,li1,18.8600,62.5600,1.799928
FILLER_18_102,VPWR,li1,52.6700,62.5600,1.799738
FILLER_18_85,VPWR,li1,45.0800,62.5600,1.799778
FILLER_18_72,VPWR,li1,38.8700,62.5600,1.799813
FILLER_18_24,VPWR,li1,16.7900,62.5600,1.799928
FILLER_18_18,VPWR,li1,15.1800,62.5600,1.799927
FILLER_17_238,VPWR,li1,115.2300,57.1200,1.799651
FILLER_17_66,VPWR,li1,36.3400,57.1200,1.799858
FILLER_17_50,VPWR,li1,28.9800,57.1200,1.799906
FILLER_17_20,VPWR,li1,14.9500,57.1200,1.799936
FILLER_17_14,VPWR,li1,12.4200,57.1200,1.799936
FILLER_17_3,VPWR,li1,7.3600,57.1200,1.799936
FILLER_16_85,VPWR,li1,44.8500,57.1200,1.799820
FILLER_16_78,VPWR,li1,41.6300,57.1200,1.799832
FILLER_16_54,VPWR,li1,30.5900,57.1200,1.799889
FILLER_16_38,VPWR,li1,23.6900,57.1200,1.799927
FILLER_16_26,VPWR,li1,17.9400,57.1200,1.799937
FILLER_16_13,VPWR,li1,11.9600,57.1200,1.799936
FILLER_15_223,VPWR,li1,108.3300,51.6800,1.799685
FILLER_15_181,VPWR,li1,89.0100,51.6800,1.799704
FILLER_15_113,VPWR,li1,57.9600,51.6800,1.799791
FILLER_15_69,VPWR,li1,37.4900,51.6800,1.799870
FILLER_15_24,VPWR,li1,16.7900,51.6800,1.799944
FILLER_15_13,VPWR,li1,11.9600,51.6800,1.799943
FILLER_14_195,VPWR,li1,95.4500,51.6800,1.799694
FILLER_14_180,VPWR,li1,88.7800,51.6800,1.799704
FILLER_14_138,VPWR,li1,69.4600,51.6800,1.799750
FILLER_14_76,VPWR,li1,40.7100,51.6800,1.799856
FILLER_14_3,VPWR,li1,7.3600,51.6800,1.799943
FILLER_13_238,VPWR,li1,115.2300,46.2400,1.799758
FILLER_13_113,VPWR,li1,57.9600,46.2400,1.799835
FILLER_13_67,VPWR,li1,37.0300,46.2400,1.799906
FILLER_13_54,VPWR,li1,30.8200,46.2400,1.799923
FILLER_13_37,VPWR,li1,23.2300,46.2400,1.799958
FILLER_12_195,VPWR,li1,95.4500,46.2400,1.799766
FILLER_12_99,VPWR,li1,51.5200,46.2400,1.799852
FILLER_12_90,VPWR,li1,47.6100,46.2400,1.799864
FILLER_12_78,VPWR,li1,41.6300,46.2400,1.799883
FILLER_12_64,VPWR,li1,35.4200,46.2400,1.799906
FILLER_12_55,VPWR,li1,31.2800,46.2400,1.799923
FILLER_12_29,VPWR,li1,21.6200,46.2400,1.799958
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799956
FILLER_12_23,VPWR,li1,16.3300,46.2400,1.799956
FILLER_12_17,VPWR,li1,14.7200,46.2400,1.799956
FILLER_12_10,VPWR,li1,11.0400,46.2400,1.799955
FILLER_11_225,VPWR,li1,109.4800,40.8000,1.799730
FILLER_11_57,VPWR,li1,31.9700,40.8000,1.799913
FILLER_11_54,VPWR,li1,30.8200,40.8000,1.799913
FILLER_11_41,VPWR,li1,25.0700,40.8000,1.799940
FILLER_11_31,VPWR,li1,20.7000,40.8000,1.799952
FILLER_11_9,VPWR,li1,9.8900,40.8000,1.799951
FILLER_10_225,VPWR,li1,109.4800,40.8000,1.799730
FILLER_10_149,VPWR,li1,74.2900,40.8000,1.799772
FILLER_10_141,VPWR,li1,70.6100,40.8000,1.799780
FILLER_10_117,VPWR,li1,59.5700,40.8000,1.799806
FILLER_10_93,VPWR,li1,48.9900,40.8000,1.799841
FILLER_10_85,VPWR,li1,45.3100,40.8000,1.799854
FILLER_10_57,VPWR,li1,31.9700,40.8000,1.799913
FILLER_10_33,VPWR,li1,20.9300,40.8000,1.799952
FILLER_10_21,VPWR,li1,15.4100,40.8000,1.799951
FILLER_10_15,VPWR,li1,13.8000,40.8000,1.799951
FILLER_10_3,VPWR,li1,9.6600,40.8000,1.799951
FILLER_9_236,VPWR,li1,114.3100,35.3600,1.799757
FILLER_9_200,VPWR,li1,97.7500,35.3600,1.799764
FILLER_9_166,VPWR,li1,82.3400,35.3600,1.799778
FILLER_9_148,VPWR,li1,73.8300,35.3600,1.799791
FILLER_9_134,VPWR,li1,67.3900,35.3600,1.799809
FILLER_9_57,VPWR,li1,32.2000,35.3600,1.799922
FILLER_9_53,VPWR,li1,30.5900,35.3600,1.799922
FILLER_9_34,VPWR,li1,22.0800,35.3600,1.799960
FILLER_9_27,VPWR,li1,18.1700,35.3600,1.799960
FILLER_9_15,VPWR,li1,15.1800,35.3600,1.799960
FILLER_9_3,VPWR,li1,9.6600,35.3600,1.799960
FILLER_8_251,VPWR,li1,121.2100,35.3600,1.799757
FILLER_8_157,VPWR,li1,77.9700,35.3600,1.799785
FILLER_8_139,VPWR,li1,69.6900,35.3600,1.799801
FILLER_8_48,VPWR,li1,28.0600,35.3600,1.799932
FILLER_8_40,VPWR,li1,25.7600,35.3600,1.799941
FILLER_8_29,VPWR,li1,19.0900,35.3600,1.799960
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799960
FILLER_8_15,VPWR,li1,15.1800,35.3600,1.799960
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.799960
FILLER_7_175,VPWR,li1,86.2500,29.9200,1.799743
FILLER_7_148,VPWR,li1,73.8300,29.9200,1.799768
FILLER_7_106,VPWR,li1,54.5100,29.9200,1.799823
FILLER_7_82,VPWR,li1,43.4700,29.9200,1.799867
FILLER_7_54,VPWR,li1,30.8200,29.9200,1.799920
FILLER_7_45,VPWR,li1,27.1400,29.9200,1.799931
FILLER_7_39,VPWR,li1,23.6900,29.9200,1.799944
FILLER_7_27,VPWR,li1,20.7000,29.9200,1.799957
FILLER_7_15,VPWR,li1,15.1800,29.9200,1.799957
FILLER_7_3,VPWR,li1,9.6600,29.9200,1.799957
FILLER_6_219,VPWR,li1,106.4900,29.9200,1.799716
FILLER_6_138,VPWR,li1,69.4600,29.9200,1.799779
FILLER_6_85,VPWR,li1,45.0800,29.9200,1.799859
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.799867
FILLER_6_74,VPWR,li1,39.7900,29.9200,1.799882
FILLER_6_66,VPWR,li1,36.5700,29.9200,1.799890
FILLER_6_29,VPWR,li1,21.6200,29.9200,1.799957
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799957
FILLER_6_15,VPWR,li1,15.1800,29.9200,1.799957
FILLER_6_3,VPWR,li1,9.6600,29.9200,1.799957
FILLER_5_113,VPWR,li1,58.1900,24.4800,1.799818
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.799824
FILLER_5_91,VPWR,li1,47.6100,24.4800,1.799854
FILLER_5_69,VPWR,li1,37.7200,24.4800,1.799890
FILLER_5_62,VPWR,li1,34.7300,24.4800,1.799902
FILLER_5_55,VPWR,li1,31.0500,24.4800,1.799922
FILLER_5_51,VPWR,li1,29.9000,24.4800,1.799922
FILLER_5_39,VPWR,li1,26.2200,24.4800,1.799937
FILLER_5_27,VPWR,li1,20.7000,24.4800,1.799959
FILLER_5_15,VPWR,li1,15.1800,24.4800,1.799959
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.799959
FILLER_4_238,VPWR,li1,115.4600,24.4800,1.799728
FILLER_4_197,VPWR,li1,96.3700,24.4800,1.799743
FILLER_4_180,VPWR,li1,89.2400,24.4800,1.799752
FILLER_4_167,VPWR,li1,84.1800,24.4800,1.799761
FILLER_4_145,VPWR,li1,72.6800,24.4800,1.799783
FILLER_4_136,VPWR,li1,69.0000,24.4800,1.799788
FILLER_4_117,VPWR,li1,59.5700,24.4800,1.799818
FILLER_4_109,VPWR,li1,56.3500,24.4800,1.799824
FILLER_4_97,VPWR,li1,50.6000,24.4800,1.799843
FILLER_4_85,VPWR,li1,47.3800,24.4800,1.799854
FILLER_4_77,VPWR,li1,41.6300,24.4800,1.799874
FILLER_4_65,VPWR,li1,38.1800,24.4800,1.799890
FILLER_4_53,VPWR,li1,32.6600,24.4800,1.799910
FILLER_4_41,VPWR,li1,27.1400,24.4800,1.799937
FILLER_4_29,VPWR,li1,21.6200,24.4800,1.799959
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799959
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.799959
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.799959
FILLER_3_225,VPWR,li1,109.2500,19.0400,1.799864
FILLER_3_223,VPWR,li1,108.3300,19.0400,1.799864
FILLER_3_169,VPWR,li1,84.6400,19.0400,1.799893
FILLER_3_156,VPWR,li1,80.0400,19.0400,1.799899
FILLER_3_144,VPWR,li1,74.5200,19.0400,1.799907
FILLER_3_132,VPWR,li1,69.0000,19.0400,1.799914
FILLER_3_120,VPWR,li1,63.4800,19.0400,1.799921
FILLER_3_113,VPWR,li1,57.9600,19.0400,1.799930
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799933
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.799933
FILLER_3_93,VPWR,li1,51.0600,19.0400,1.799939
FILLER_3_81,VPWR,li1,45.5400,19.0400,1.799949
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.799956
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.799964
